LFARG,LFFUNC,LFVAL
противоположный,MAGN,диаметрально
территория,LOC,на
жизнь,FINOPER1,уходить
десятилетие,LOC,в
союз,LOC,в
прародина,LOC,на
проблема,CAUSFACT0-M,решать
право,OPER1,иметь
территория,LOC,на
право,OPER1,иметь
успех,INCEPOPER1,достигать
время,LOC,в
год,LOC,в
век,LOC,в
год,LOC,в
север,LOC,на
дело,FUNC0,обстоять
год,LOC,в
проблема,CAUSFACT0-M,решать
речь,FUNC0,идти
поверхность,LOC,на
известный,MAGN,хорошо
пример,OPER1,приводить
пример,MAGN,яркий
езьск,LOC,в
новгород,LOC,в
город,LOC,в
дублин,LOC,в
договор,S0_CAUSFACT0-M,заключение
юг,LOC-AD,на
юг,LOC,на
смотр,FUNC0,проходить
пермь,LOC,в
база,LOC,на
база,ADV2-UN,на
участие,OPER1,принимать
конкурс,FUNC0,проходить
вопрос,REAL3-M,отвечать
отдел,CAP,начальник
председательство,ADV2-UN,под
конкурс,LOC,на
идея,INCEPFUNC1,посещать
идея,BON,блестящий
причина,ADV2-UN,по
страна,LOC,в
германия,LOC,в
заявление,OPER1,делать
партия,LOC,в
проблема,CAUSFACT0-M,решать
провал,MAGN,полный
условие,ADV1-UN,при
шанс,OPER1,иметь
год,LOC,в
год,LOC,в
вид,ADV1-UN,в
судьба,FUNC1,постигать
репутация,INCEPOPER1,приобретать
интересовать,MAGN,особо
год,LOC,в
пресса,LOC,в
уровень,LOC,на
решение,OPER1,принимать
общество,CAUSFUNC0,организовывать
россия,LOC,в
возможный,MAGN,вполне
шанс,ANTIREAL1-M,упускать
итог,ANTIBON,плачевный
доход,OPER3,приносить
доход,MAGN,приличный
сектор,LOC,в
свидетельство,INCEPOPER1,получать
печать,ADV2-UN,в
этап,LOC,на
момент,LOC,в
дом,LOC,в
дом,LOC,в
окраина,LOC,на
этап,LOC,на
центр,LOC,в
северо-запад,LOC,на
порог,FUNC2,составлять
город,LOC,в
дом,CAUSFUNC0,строить
доход,OPER3,приносить
доходность,MAGN,высокий
сектор,LOC,в
рынок,LOC,на
ремонт,OPER1,делать
окраина,LOC,на
центр,LOC,в
рынок,LOC,на
взор,OPER1,обращать
район,LOC,в
центр,LOC,в
доход,OPER3,приносить
выбирать,VER,правильно
начало,LOC,в
время,LOC,в
стоимость,FUNC2,составлять
перспектива,OPER1,иметь
москва,LOC,в
центр,LOC,в
дом,LOC,в
информация,INCEPOPER1,получать
неизвестность,MAGN,полный
список,LIQUOPER1,исключать
информация,OPER1,владеть
приобретение,OPER1,делать
дом,LOC,в
сумма,MAGN,большой
ремонт,OPER1,делать
доход,OPER1,получать
неделя,LOC,на
регион,LOC,в
результат,ADV2-UN,в
госдума,LOC,в
россия,LOC,в
обсуждение,OPER1,проводить
россия,LOC,в
деньги,REAL1,расходовать
регион,LOC,в
администрация,CAP,глава
контракт,ADV2-UN,по
проблема,LIQUFUNC0,снимать
страна,LOC,в
поправка,S0_OPER1,внесение
мир,LOC,в
поправка,CAUSFUNC0,принимать
комитет,CAP,председатель
федерация,LOC,в
суббота,LOC,в
предложение,OPER1,делать
тема,OPER,затрагивать
условие,ADV1-UN,при
вопрос,S0_CAUSFACT0-M,решение
ингушетия,LOC,в
встреча,OPER1,проводить
черняховск,LOC,в
побережье,LOC,на
имя,CAUSOPER1,называть
проблема,CAUSFACT0-M,решать
эфир,ADV1-UN,в
будущее,BON,светлый
мнение,ADV2-UN,по
россия,LOC,в
мнение,ADV2-UN,по
год,LOC,в
суббота,LOC,в
воскресенье,LOC,в
усилие,OPER1,предпринимать
четверг,LOC,в
цель,ADV1-UN,с
дешеветь,MAGN,резко
пятница,LOC,в
вторник,LOC,в
понедельник,LOC,в
падать,MAGN,резко
биржа,LOC,на
мнение,ADV2-UN,по
решение,OPER1,принимать
неделя,LOC,на
сила,INCEPOPER1,вступать
разговор,FUNC3,идти
воскресенье,LOC,в
участие,OPER1,принимать
закон,CAUSFUNC0,принимать
территория,LOC,на
обсуждение,OPER1,участвовать
кубань,LOC,на
закон,CAUSFUNC0,принимать
регион,LOC,в
закон,CAUSFUNC0,принимать
территория,LOC,на
закон,FACT0,действовать
продукция,OPER1,производить
земля,MAGN,плодородный
кубань,LOC,на
европа,LOC,в
размер,FUNC2,составлять
решение,OPER1,принимать
основа,ADV2-UN,на
расчет,OPER1,проводить
край,LOC,в
контроль,MAGN,жесткий
кубань,LOC-AD,на
контроль,MAGN,жесткий
кубань,LOC,на
закон,CAUSFUNC0,принимать
уровень,LOC,на
решение,OPER1,принимать
кубань,LOC,на
кубань,LOC,на
опыт,OPER1,иметь
опыт,ANTIBON,горький
результат,ADV2-UN,в
результат,ADV2-UN,в
территория,LOC,на
закон,CAUSFUNC0,принимать
цена,MAGN,большой
план,REAL1-M,выполнять
край,LOC,в
итог,CAUSFUNC0,подводить
беседа,FUNC0,состояться
известие,BON,приятный
служба,OPER1,проходить
отзыв,BON,положительный
территория,LOC,на
желание,MAGN,большой
чита,LOC,в
здоровье,ANTIMAGN,слабый
уровень,ANTIMAGN,низкий
год,LOC,в
розыск,OPER2,находиться
регион,LOC,в
решение,OPER1,находить
средство,MAGN,эффективный
мнение,ADV2-UN,по
задача,CAUSFUNC0,ставить
контракт,ADV2-UN,по
подготовка,OPER1,заниматься
нуждаться,MAGN,остро
армия,REAL1,служить
контракт,ADV2-UN,по
армия,LOC,в
будущее,BON,светлый
путь,LOC,на
область,LOC,в
время,LOC,в
дом,CAUSFUNC0,строить
идти,MAGN,быстро
контракт,ADV2-UN,по
вдв,CAP,командующий
данные,ADV2-UN,по
контракт,CAUSFUNC0,заключать
эксперимент,S0_OPER1,проведение
результат,ADV2-UN,в
план,REAL1-M,выполнять
край,LOC,в
россия,LOC,в
уровень,LOC,на
край,LOC,в
армия,LOC,в
будущее,LOC,в
цена,MAGN,большой
америка,LOC,в
контракт,LIQUFUNC0,расторгать
сша,LOC,в
характеристика,OPER2,получать
заем,S0_INCEPOPER1,получение
работа,LOC,на
шанс,INCEPOPER1,получать
понедельник,LOC,в
речь,FUNC0,идти
ответственность,CAUSFUNC1,возлагать
критика,LABOR1-2,подвергать
мнение,ADV2-UN,по
заседание,LOC,на
отсутствие,ADV2-UN,в
работа,OPER1,проводить
степень,MAGN,значительный
экспертиза,OPER2,проходить
мнение,ADV2-UN,по
год,LOC,в
проблема,FUNC0,быть
отставка,CAUSOPER1,отправлять
дискуссия,INCEPFUNC0,развертываться
весна,FINFUNC0,проходить
ответственность,CAUSOPER1,привлекать
война,INCEPFUNC0,начинаться
причина,MAGN,главный
начало,LOC,в
европа,LOC,в
жажда,MAGN,острый
октябрь,LOC,в
война,MAGN,кровавый
